ticker,close,alpha,final_pick,marketcap_cr,existing_rank,momentum_20,momentum_60,momentum_3,rvol,rvol_norm,pbz,pbz_norm,squeeze,breakout,squeeze_bo_score,bb_width,trend_sma50,trend_sma200,rsi14,catalyst_type,catalyst_count,deal_value_cr,sentiment,certainty,news_score,mom20_norm,mom60_norm,atr20,stop_loss,tp1,tp2,trail_stop,impact_pct,gate_flags,headline_text,headline_count
LANDT.NS,2366.022820438669,63.37392947737754,0,250000,15,97.68994373705371,99.62419249536833,82.16689047213015,2.289699073519969,76.32330245066564,80.23496446651747,80.23496446651747,0,1,50,797.0151388157144,1,0,96.85804581419393,none,0,0,neutral,0,0.0,97.68994373705371,99.62419249536833,74.21458399042595,2254.70094445303,2477.344696424308,2588.6665724099466,2180.4863604626044,4.705021229042904,alpha:False|rvol:True|trend:True|volatility:True|all:False,N/A,0
HDFC.NS,12152.618909711413,62.997661249061906,0,650000,7,98.71208419902568,99.14514881965314,72.15849103267269,2.47752137300879,82.58404576695966,68.2956851093152,68.2956851093152,0,1,50,5060.640772927003,1,0,77.9573868128021,none,0,0,neutral,0,0.0,98.71208419902568,99.14514881965314,475.8167199809178,11544.987964225842,12866.34398968279,13580.069069654166,10963.077109759119,5.873014576315101,alpha:False|rvol:True|trend:True|volatility:True|all:False,N/A,0
JSWSTEEL.NS,2307.1692882584675,62.00466700924957,0,140000,17,97.85310042472089,99.9668199566226,67.98515814162852,2.0563970126228486,68.54656708742829,73.1852030117523,73.1852030117523,0,1,50,639.532278550962,1,0,75.37466750131273,none,0,0,neutral,0,0.0,97.85310042472089,99.9668199566226,84.07403674823843,2191.810823845544,2433.2803433808253,2559.3913985031827,2096.9841963878716,5.466051224076014,alpha:False|rvol:True|trend:True|volatility:True|all:False,N/A,0
LTIM.NS,30500.953631323693,61.54537497939438,0,350000,24,99.70113273681423,99.99999999999905,71.46095249385577,1.670309142703161,55.6769714234387,76.76543307787006,76.76543307787006,0,1,50,12308.393771082578,1,0,79.66998876226683,none,0,0,neutral,0,0.0,99.70113273681423,99.99999999999905,1160.3678440926856,28975.905949757507,32241.505397462723,33982.05716360175,27600.03402109198,5.706548677715859,alpha:False|rvol:True|trend:True|volatility:True|all:False,N/A,0
SUNPHARMA.NS,18671.163211550258,60.90613687165094,0,320000,12,89.7272879283972,99.99998228884948,67.98131129090011,2.1784237083541895,72.61412361180632,78.36768712440703,78.36768712440703,0,1,50,3064.4040074608856,1,0,72.24382259508053,none,0,0,neutral,0,0.0,89.7272879283972,99.99998228884948,670.6005290503393,17737.605050972743,19677.064005125765,20682.964798701276,16994.66188892441,5.387456486659825,alpha:False|rvol:True|trend:True|volatility:True|all:False,N/A,0
HCLTECH.NS,10667.990654550269,60.326550449244074,0,450000,4,99.63052893815276,99.9981536238862,57.83073204894589,1.5735649682095318,52.452165606984394,68.00818650867569,68.00818650867569,0,1,50,5447.150771756682,1,0,93.58269993358351,none,0,0,neutral,0,0.0,99.63052893815276,99.9981536238862,373.5264437047405,10134.591121822756,11228.28032010738,11788.56998566449,9734.174545288417,5.252063708156027,alpha:False|rvol:True|trend:True|volatility:True|all:False,N/A,0
POWERGRID.NS,21090.28916875925,58.762684438964136,0,280000,23,99.53934744830293,99.99999999772825,62.26254737104696,1.0492158534435256,34.97386178145086,70.29159399276605,70.29159399276605,0,1,50,8719.534968028931,1,0,85.57516905805804,none,0,0,neutral,0,0.0,99.53934744830293,99.99999999772825,757.15393211291,20035.774710321286,22226.020066928613,23361.750965097977,19197.404338476976,5.385089265877427,alpha:False|rvol:False|trend:True|volatility:True|all:False,N/A,0
ADANIPORTS.NS,2435.8630942793043,57.04455216224024,0,200000,14,97.15617770696403,99.98343427418843,70.80341739034465,0.4125096627128163,13.750322090427211,80.75549291909867,80.75549291909867,0,1,50,722.5059687999903,1,0,83.66318069328197,none,0,0,neutral,0,0.0,97.15617770696403,99.98343427418843,85.31295110702528,2314.069939565339,2563.832520939842,2691.80194760038,2222.5807165117412,5.253555791418568,alpha:False|rvol:False|trend:True|volatility:True|all:False,N/A,0
TATASTEEL.NS,15773.031898139681,56.67783423634898,0,180000,18,99.71897058205994,99.99999999958833,82.54553167772347,0.28319042595489247,9.439680865163082,75.08360490092605,75.08360490092605,0,1,50,7302.589264840135,1,0,94.18693540557138,none,0,0,neutral,0,0.0,99.71897058205994,99.99999999958833,560.4800550080488,14984.380303232696,16613.751980651756,17454.472063163827,14371.83176061956,5.330110836910381,alpha:False|rvol:False|trend:True|volatility:True|all:False,N/A,0
BHARTIARTL.NS,2203.0485968609073,56.671993317069,0,380000,16,97.9016922959519,99.4156689497743,71.20398029543549,0.40854077377304987,13.618025792434995,76.26845667797733,76.26845667797733,0,1,50,748.8305804453337,1,0,95.64082512144728,none,0,0,neutral,0,0.0,97.9016922959519,99.4156689497743,71.10842042077769,2096.385966229741,2309.7112274920737,2416.3738581232406,2025.2775458089632,4.841592272778207,alpha:False|rvol:False|trend:True|volatility:True|all:False,N/A,0
