ticker,close,alpha,final_pick,marketcap_cr,existing_rank,momentum_20,momentum_60,momentum_3,rvol,rvol_norm,pbz,pbz_norm,squeeze,breakout,squeeze_bo_score,bb_width,trend_sma50,trend_sma200,rsi14,catalyst_type,catalyst_count,deal_value_cr,sentiment,certainty,news_score,mom20_norm,mom60_norm,atr20,stop_loss,tp1,tp2,trail_stop,impact_pct,gate_flags,headline_text,headline_count
ITC.NS,4581.2995698704935,80.24367265823838,1,550000,7,90.1100589562589,98.56150170718522,70.8827171619698,3.097245275207632,100.0,79.76119921363642,79.76119921363642,0,1,50,970.5017619846958,1,0,85.74173549120319,investment,5,0.0,neutral,100,100.0,90.1100589562589,98.56150170718522,142.42744947212003,4367.6583956623135,4794.940744078674,5008.581918286854,4225.230946190193,4.663331243676329,alpha:True|rvol:True|trend:True|volatility:True|all:True,The pain is concentrated on companies that depend on countries that do not have ,10
NTPC.NS,2548.6793571795242,78.09594868100442,0,170000,25,98.90967695753727,99.98015754592946,87.76663401300479,1.3028497655574398,43.42832551858133,81.25305627880812,81.25305627880812,0,1,50,786.8332544955608,1,0,79.20540884590797,ipo,11,0.0,neutral,100,100.0,98.90967695753727,99.98015754592946,96.54841185899443,2421.245389320548,2693.501974968016,2838.3245927565076,2307.308327532038,5.682261182856618,alpha:True|rvol:False|trend:True|volatility:True|all:False,"Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Pri",10
RELIANCE.NS,94613.69659784017,77.6998198553111,0,1800000,1,99.79170471970893,99.99999955988282,80.40940788624434,1.3019654410602295,43.39884803534098,73.5832091065733,73.5832091065733,0,1,50,41014.61402008412,1,0,89.35374534010028,earnings,5,67459.0,positive,100,100.0,99.79170471970893,99.99999955988282,3467.456809132041,89883.01176794816,99814.88181153823,105016.06702523629,85945.05457501007,5.497285700405444,alpha:True|rvol:False|trend:True|volatility:True|all:False,"""The market's strength was underpinned by upbeat quarterly results from heavywei",10
TCS.NS,71310.51921666549,76.41122006951207,0,1200000,2,99.44706889994865,99.99956117384173,68.90143508496635,0.7714831460465116,25.716104868217055,74.8144946212546,74.8144946212546,0,1,50,29594.12852141865,1,0,91.38735618538622,ipo,9,0.0,negative,100,100.0,99.44706889994865,99.99956117384173,2554.986389492041,67744.99325583222,75142.99880090354,78975.47838514161,64923.053242935384,5.374353778849493,alpha:True|rvol:False|trend:True|volatility:True|all:False,Title   : TCS Share Price Live Updates: TCS Current Price Update,10
WIPRO.NS,3426.529728993477,76.15702832347465,0,250000,17,98.0664819074409,99.68368433254997,72.62804917743527,0.6974665144939595,23.248883816465316,77.87000773900054,77.87000773900054,0,1,50,778.6739744574461,1,0,73.15915566919126,ipo,11,0.0,neutral,100,100.0,98.0664819074409,99.68368433254997,124.43614729363296,3255.203242543803,3613.183949933926,3799.838170874376,3115.4393607593947,5.4473253029466004,alpha:True|rvol:False|trend:True|volatility:True|all:False,"Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Pri",10
ICICIBANK.NS,7123.476908916543,72.83809805295668,1,700000,5,99.87238433796858,99.9991708513022,58.72386593007625,1.9570413300358918,65.23471100119639,69.3612280522909,69.3612280522909,0,1,50,3299.7762314621486,1,0,84.41265723664796,earnings,0,0.0,neutral,40,60.0,99.87238433796858,99.9991708513022,277.6186217658412,6767.303063470716,7539.904841565305,7956.332774214066,6429.43035450194,5.845852214773298,alpha:True|rvol:True|trend:True|volatility:True|all:True,Full Article Fetch Test - ICICIBANK,2
KOTAKBANK.NS,7967.976581013861,72.7760259892286,1,350000,10,99.9483252228261,99.99690902935879,71.51941294448042,1.830834397672075,61.02781325573583,72.63705384923051,72.63705384923051,0,1,50,4315.893489846199,1,0,100.0,earnings,0,0.0,neutral,40,60.0,99.9483252228261,99.99690902935879,277.01907604199477,7569.577751963167,8383.505195076852,8799.033809139844,7275.428890908874,5.214982873482778,alpha:True|rvol:True|trend:True|volatility:True|all:True,Full Article Fetch Test - KOTAKBANK,2
MARUTI.NS,492724.4661896507,72.18836779606185,1,350000,15,99.38172171872512,99.99999998743347,74.65255971607485,1.63119892486381,54.37329749546033,73.7057322425168,73.7057322425168,0,1,50,190589.3368535355,1,0,94.73046591678258,earnings,0,0.0,neutral,40,60.0,99.38172171872512,99.99999998743347,16405.351516353105,468116.438915121,517332.4934641804,541940.5207387101,451711.08739876794,4.994277524887104,alpha:True|rvol:True|trend:True|volatility:True|all:True,Full Article Fetch Test - MARUTI,2
LT.NS,1562.0508042334309,71.55911850424079,0,400000,12,91.66362329940749,99.85356030415323,54.06463285877071,0.7717181294408196,25.723937648027324,64.47704461256414,64.47704461256414,0,0,20,478.40121084009024,1,0,70.50744571661971,ipo,6,0.0,neutral,100,100.0,91.66362329940749,99.85356030415323,57.27982084938693,1483.9482640217593,1647.9705355075112,1733.8902667815917,1418.8512521099635,5.500444098311194,alpha:True|rvol:False|trend:True|volatility:False|all:False,Full Article Fetch Test - RAJRILTD,10
TECHM.NS,5416.48136439522,69.22420405488398,0,180000,22,99.81872438608684,99.99051842472934,63.01555006292212,1.6130304051286501,53.767680170955,69.22246476362326,69.22246476362326,0,0,20,2948.17298132828,1,0,92.65126629979751,earnings,0,0.0,neutral,40,60.0,99.81872438608684,99.99051842472934,196.9725009487409,5145.657296175459,5711.940115818332,6007.398867241443,4924.050112023368,5.454809710327531,alpha:False|rvol:True|trend:True|volatility:False|all:False,Full Article Fetch Test - TECHM,2
ADANIENT.NS,9483.424546677654,68.43116672837371,0,250000,23,97.45637233257625,99.99992642188998,68.77544187070538,0.4873443757780332,16.244812525934442,73.85814907684167,73.85814907684167,0,1,50,3710.5984912979557,1,0,93.4479870998071,earnings,0,0.0,neutral,40,60.0,97.45637233257625,99.99992642188998,317.58267644620344,9009.25331934377,9959.79856134696,10436.172576016264,8689.467855562145,5.02322776255118,alpha:False|rvol:False|trend:True|volatility:True|all:False,Full Article Fetch Test - ADANIENT,2
INFY.NS,10919.622563163284,68.28717571902807,0,650000,4,92.69022043316812,98.81652345339074,73.18440263773292,0.7777283915329158,25.92427971776386,76.28808219531896,76.28808219531896,0,1,50,2913.4475785275563,1,0,79.58101927946677,earnings,0,0.0,neutral,40,60.0,92.69022043316812,98.81652345339074,374.25304498042334,10373.64143500512,11481.002130633919,12042.381698104555,9983.989950712226,5.141016223073643,alpha:False|rvol:False|trend:True|volatility:True|all:False,Full Article Fetch Test - INFY,2
SUNPHARMA.NS,14108.79474110412,67.87512377394717,0,350000,20,83.20968678662757,99.99979035685686,65.21040259217797,1.1829972338230186,39.43324112743395,80.20209784892738,80.20209784892738,0,1,50,2443.761469563291,1,0,81.83179726378945,earnings,0,0.0,neutral,40,60.0,83.20968678662757,99.99979035685686,449.2674193425767,13434.893612090254,14782.695870117986,15456.59699913185,12985.626192747679,4.776461358889456,alpha:False|rvol:False|trend:True|volatility:True|all:False,Full Article Fetch Test - SUNPHARMA,2
HCLTECH.NS,45577.76710345414,67.4297444633287,0,350000,13,99.89784218240096,99.99999999873367,72.0467710141196,0.9734563399874259,32.44854466624753,70.63245729276765,70.63245729276765,0,0,20,22566.30203462773,1,0,96.68004553553656,earnings,0,0.0,neutral,40,60.0,99.89784218240096,99.99999999873367,1536.8442355503284,43298.87874828143,47883.03345677964,50188.29981010513,41735.656514578324,5.05787470477199,alpha:False|rvol:False|trend:True|volatility:False|all:False,Full Article Fetch Test - HCLTECH,2
BAJFINANCE.NS,20366.48743681843,67.07585360168876,0,450000,11,99.69958372512059,99.99999999998201,63.14426152717867,0.853980942052283,28.466031401742768,71.29423694111526,71.29423694111526,0,0,20,8517.973001169288,1,0,85.77185270732257,earnings,0,0.0,neutral,40,60.0,99.69958372512059,99.99999999998201,742.139993154459,19348.163064977507,21479.697426550116,22592.907416281807,18511.13745393228,5.465890930800529,alpha:False|rvol:False|trend:True|volatility:False|all:False,Full Article Fetch Test - BAJFINANCE,2
ASIANPAINT.NS,8032.082738915877,66.71312477904168,0,300000,16,98.66722699903417,99.9995416747949,65.7182475727838,0.8694059782686038,28.980199275620127,69.47157042067256,69.47157042067256,0,0,20,2584.922799914252,1,0,91.06040414457154,earnings,0,0.0,neutral,40,60.0,98.66722699903417,99.9995416747949,262.8162421236003,7637.858375730476,8426.307102101277,8820.531465286678,7375.042133606876,4.908121293065887,alpha:False|rvol:False|trend:True|volatility:False|all:False,Full Article Fetch Test - ASIANPAINT,2
ULTRACEMCO.NS,10665.397060109985,65.99418475148065,0,250000,19,94.78037172249046,99.99999999511033,54.508115357510775,0.9347634711052876,31.15878237017625,69.36112021242114,69.36112021242114,0,0,20,2385.3351878342364,1,0,60.7030099273517,earnings,0,0.0,neutral,40,60.0,94.78037172249046,99.99999999511033,393.20006394657014,10132.127207104484,11255.19715602984,11844.997251949695,9682.396900243559,5.530034114958435,alpha:False|rvol:False|trend:True|volatility:False|all:False,Full Article Fetch Test - ULTRACEMCO,2
